Source,WORD,AoA (Yrs),AoA (100-700),IMG,FAM,Length (Letters),,,,,,,,,
BN,oyster,7.8,473,615,426,6,,,,,,,,,
BN,pack,5.9,361,404,572,4,,,,,,,,,
GL,package,0,497,529,497,7,,,,,,,,,
BN,packet,5.3,298,495,611,6,,,,,,,,,
GL,pact,0,361,364,361,4,,,,,,,,,
GL,page,0,603,555,603,4,,,,,,,,,
BN,pain,4.7,252,390,562,4,,,,,,,,,
BN,painful,5,269,345,557,7,,,,,,,,,
GL,painting,0,527,602,527,8,,,,,,,,,
BN,pair,4.9,256,433,592,4,,,,,,,,,
BN,paisley,10.2,616,408,382,7,,,,,,,,,
GL,palace,0,462,612,462,6,,,,,,,,,
BN,pale,5.9,330,436,540,4,,,,,,,,,
GL,palette,0,301,437,301,7,,,,,,,,,
BN,pallet,8.9,546,425,395,6,,,,,,,,,
GL,palm,0,515,555,515,4,,,,,,,,,
GL,pampas,0,252,410,252,6,,,,,,,,,
GL,pancreas,0,396,453,396,8,,,,,,,,,
BN,panic,6.5,380,395,558,5,,,,,,,,,
GL,panoply,0,194,213,194,7,,,,,,,,,
GL,paper,0,635,590,635,5,,,,,,,,,
BN,parade,6.5,380,543,464,6,,,,,,,,,
GL,paradise,0,414,516,414,8,,,,,,,,,
GL,parallelism,0,275,324,275,11,,,,,,,,,
BN,parcel,5,286,606,548,6,,,,,,,,,
GL,pardon,0,532,355,532,6,,,,,,,,,
BN,parish,8,485,396,380,6,,,,,,,,,
BN,park,4.2,233,607,582,4,,,,,,,,,
GL,park,0,571,573,571,4,,,,,,,,,
BN,parka,9.8,595,438,393,5,,,,,,,,,
GL,parliament,0,511,475,511,10,,,,,,,,,
BN,parlour,7.7,460,403,404,7,,,,,,,,,
BN,parole,10.8,647,274,429,6,,,,,,,,,
GL,part,0,579,340,579,4,,,,,,,,,
GL,participant,0,430,370,430,11,,,,,,,,,
GL,partner,0,555,513,555,7,,,,,,,,,
GL,passage,0,525,525,525,7,,,,,,,,,
GL,passenger,0,543,529,543,9,,,,,,,,,
BN,passion,9.1,551,396,510,7,,,,,,,,,
BN,passive,9,533,217,485,7,,,,,,,,,
GL,paste,0,504,529,504,5,,,,,,,,,
BN,pastry,6,339,593,501,6,,,,,,,,,
GL,pasture,0,414,562,414,7,,,,,,,,,
BN,patch,6,356,475,484,5,,,,,,,,,
BN,path,5,269,580,565,4,,,,,,,,,
GL,patience,0,533,363,533,8,,,,,,,,,
GL,patient,0,538,526,538,7,,,,,,,,,
BN,patrol,7.9,485,339,439,6,,,,,,,,,
BN,patron,9.9,594,256,405,6,,,,,,,,,
GL,pattern,0,555,453,555,7,,,,,,,,,
BN,pause,6.5,361,359,539,5,,,,,,,,,
GL,pause,0,517,347,517,5,,,,,,,,,
BN,payment,7.3,387,446,554,7,,,,,,,,,
GL,payment,0,527,472,527,7,,,,,,,,,
BN,payroll,10,614,325,456,7,,,,,,,,,
BN,peace,6,352,390,551,5,,,,,,,,,
GL,peach,0,536,613,536,5,,,,,,,,,
BN,peak,6.8,407,493,490,4,,,,,,,,,
BN,pearl,6,338,602,447,5,,,,,,,,,
GL,peasant,0,422,540,422,7,,,,,,,,,
BN,pebble,5.2,283,625,498,6,,,,,,,,,
GL,peck,0,471,494,471,4,,,,,,,,,
GL,pedal,0,512,556,512,5,,,,,,,,,
BN,peddle,6.1,361,478,462,6,,,,,,,,,
BN,peel,5.2,283,475,540,4,,,,,,,,,
GL,peep,0,418,437,418,4,,,,,,,,,
BN,peer,9,539,311,485,4,,,,,,,,,
GL,pelt,0,371,517,371,4,,,,,,,,,
BN,pelvis,9.3,574,516,442,6,,,,,,,,,
BN,pence,5.2,303,481,649,5,,,,,,,,,
GL,pencil,0,598,607,598,6,,,,,,,,,
GL,pendulum,0,407,605,407,8,,,,,,,,,
GL,penny,0,613,609,613,5,,,,,,,,,
GL,people,0,628,548,628,6,,,,,,,,,
GL,pepper,0,554,587,554,6,,,,,,,,,
BN,percent,8.2,484,299,549,7,,,,,,,,,
GL,perch,0,396,462,396,5,,,,,,,,,
GL,perdition,0,222,180,222,9,,,,,,,,,
BN,perform,6.2,352,299,527,7,,,,,,,,,
GL,performance,0,530,453,530,11,,,,,,,,,
GL,period,0,573,429,573,6,,,,,,,,,
BN,perky,8.4,519,372,456,5,,,,,,,,,
GL,permit,0,516,388,516,6,,,,,,,,,
GL,perpetrator,0,307,272,307,11,,,,,,,,,
GL,persecution,0,423,416,423,11,,,,,,,,,
BN,persist,8.3,495,205,490,7,,,,,,,,,
GL,personality,0,575,405,575,11,,,,,,,,,
GL,personnel,0,482,375,482,9,,,,,,,,,
GL,perturbation,0,255,232,255,12,,,,,,,,,
GL,pest,0,482,445,482,4,,,,,,,,,
BN,pester,6.9,387,257,438,6,,,,,,,,,
GL,pet,0,541,589,541,3,,,,,,,,,
BN,petrol,6,353,546,572,6,,,,,,,,,
BN,petty,8.4,525,230,510,5,,,,,,,,,
GL,pew,0,394,531,394,3,,,,,,,,,
GL,phaeton,0,132,221,132,7,,,,,,,,,
BN,phase,8,484,160,506,5,,,,,,,,,
GL,phial,0,273,394,273,5,,,,,,,,,
GL,philology,0,183,162,183,9,,,,,,,,,
GL,philosophy,0,491,348,491,10,,,,,,,,,
BN,phone,4.5,248,644,670,5,,,,,,,,,
BN,phoney,9.1,561,195,422,6,,,,,,,,,
BN,photo,5,268,640,594,5,,,,,,,,,
GL,photograph,0,551,618,551,10,,,,,,,,,
GL,physician,0,472,572,472,9,,,,,,,,,
GL,piano,0,545,630,545,5,,,,,,,,,
BN,pick,4.8,256,331,588,4,,,,,,,,,
BN,picket,9.2,564,303,391,6,,,,,,,,,
GL,picture,0,597,581,597,7,,,,,,,,,
BN,pier,7.3,420,550,433,4,,,,,,,,,
GL,pig,0,509,635,509,3,,,,,,,,,
GL,pigeon,0,499,610,499,6,,,,,,,,,
BN,pike,8.2,492,334,418,4,,,,,,,,,
BN,pile,5.4,298,500,548,4,,,,,,,,,
BN,pill,5.9,341,624,569,4,,,,,,,,,
GL,pillow,0,602,624,602,6,,,,,,,,,
GL,pin,0,524,576,524,3,,,,,,,,,
BN,pine,6.8,394,478,462,4,,,,,,,,,
BN,pint,7.3,433,624,610,4,,,,,,,,,
GL,pioneer,0,346,416,346,7,,,,,,,,,
BN,pipe,5.6,322,617,461,4,,,,,,,,,
GL,piping,0,451,491,451,6,,,,,,,,,
BN,pistol,6.5,374,640,442,6,,,,,,,,,
GL,pit,0,493,589,493,3,,,,,,,,,
BN,pitch,7,413,408,468,5,,,,,,,,,
BN,pity,7.4,382,346,513,4,,,,,,,,,
GL,pity,0,516,391,516,4,,,,,,,,,
GL,place,0,612,377,612,5,,,,,,,,,
GL,plain,0,551,463,551,5,,,,,,,,,
GL,planet,0,457,578,457,6,,,,,,,,,
BN,plant,4.1,206,617,566,5,,,,,,,,,
BN,plasma,11.7,700,329,472,6,,,,,,,,,
BN,plate,4.2,227,596,629,5,,,,,,,,,
GL,platform,0,498,529,498,8,,,,,,,,,
BN,platter,8.8,544,478,412,7,,,,,,,,,
GL,play,0,586,498,586,4,,,,,,,,,
GL,plaza,0,228,351,228,5,,,,,,,,,
BN,plea,8.8,553,222,451,4,,,,,,,,,
BN,plead,7.9,488,265,476,5,,,,,,,,,
GL,pleasure,0,583,511,583,8,,,,,,,,,
BN,pledge,8.7,533,220,421,6,,,,,,,,,
GL,plenipotentiary,0,128,129,128,15,,,,,,,,,
BN,plight,10,620,226,389,6,,,,,,,,,
GL,plot,0,515,420,515,4,,,,,,,,,
BN,plough,6.7,392,525,434,6,,,,,,,,,
BN,ploy,9,554,209,424,4,,,,,,,,,
GL,plug,0,575,583,575,4,,,,,,,,,
BN,plump,7,415,500,445,5,,,,,,,,,
GL,plunge,0,441,548,441,6,,,,,,,,,
BN,plural,8.5,508,218,492,6,,,,,,,,,
BN,poacher,8.1,485,453,411,7,,,,,,,,,
GL,pocket,0,590,558,590,6,,,,,,,,,
GL,poetry,0,512,486,512,6,,,,,,,,,
BN,poison,5.9,327,584,459,6,,,,,,,,,
GL,poison,0,504,513,504,6,,,,,,,,,
BN,poker,7.8,472,530,464,5,,,,,,,,,
BN,polar,8.5,523,418,419,5,,,,,,,,,
BN,pole,5.4,302,482,468,4,,,,,,,,,
BN,polish,6.4,341,533,490,6,,,,,,,,,
GL,polish,0,485,494,485,6,,,,,,,,,
BN,polite,4.7,252,256,551,6,,,,,,,,,
GL,politician,0,556,507,556,10,,,,,,,,,
GL,polka,0,281,475,281,5,,,,,,,,,
BN,poll,8.6,539,280,447,4,,,,,,,,,
GL,polyp,0,185,235,185,5,,,,,,,,,
GL,pond,0,506,599,506,4,,,,,,,,,
BN,pony,3.9,197,632,477,4,,,,,,,,,
BN,poodle,6.2,366,578,439,6,,,,,,,,,
GL,pool,0,541,577,541,4,,,,,,,,,
BN,pope,7,407,566,428,4,,,,,,,,,
GL,population,0,543,391,543,10,,,,,,,,,
GL,porch,0,455,586,455,5,,,,,,,,,
BN,pork,5,275,541,524,4,,,,,,,,,
GL,port,0,481,546,481,4,,,,,,,,,
BN,porter,8.8,539,483,503,6,,,,,,,,,
GL,portion,0,507,399,507,7,,,,,,,,,
BN,pose,7.3,426,364,456,4,,,,,,,,,
GL,position,0,559,346,559,8,,,,,,,,,
BN,possess,8,487,248,518,7,,,,,,,,,
GL,possession,0,512,410,512,10,,,,,,,,,
BN,post,5,277,607,606,4,,,,,,,,,
GL,post,0,586,518,586,4,,,,,,,,,
BN,posture,7.7,460,433,469,7,,,,,,,,,
BN,posy,7.2,413,343,397,4,,,,,,,,,
GL,pot,0,577,598,577,3,,,,,,,,,
GL,potato,0,612,617,612,6,,,,,,,,,
BN,potent,8.9,546,184,459,6,,,,,,,,,
GL,pouch,0,373,513,373,5,,,,,,,,,
BN,poultry,8.2,498,438,453,7,,,,,,,,,
BN,pound,5.1,277,584,652,5,,,,,,,,,
GL,pound,0,618,553,618,5,,,,,,,,,
GL,practical,0,585,358,585,9,,,,,,,,,
GL,prairie,0,416,569,416,7,,,,,,,,,
BN,pram,3.9,197,612,452,4,,,,,,,,,
BN,pray,4.7,243,502,471,4,,,,,,,,,
GL,prayer,0,507,492,507,6,,,,,,,,,
GL,precaution,0,477,367,477,10,,,,,,,,,
GL,precipitate,0,429,426,429,11,,,,,,,,,
BN,precise,8,472,246,514,7,,,,,,,,,
GL,precursor,0,270,205,270,9,,,,,,,,,
BN,preface,10.8,700,245,434,7,,,,,,,,,
GL,preference,0,519,281,519,10,,,,,,,,,
GL,prelude,0,383,340,383,7,,,,,,,,,
BN,premium,9.2,567,205,463,7,,,,,,,,,
GL,preparation,0,532,313,532,11,,,,,,,,,
GL,presence,0,514,339,514,8,,,,,,,,,
GL,president,0,538,572,538,9,,,,,,,,,
GL,pressure,0,544,446,544,8,,,,,,,,,
GL,pretence,0,453,307,453,8,,,,,,,,,
BN,pretzel,8.9,546,602,441,7,,,,,,,,,
BN,prevent,7.8,460,200,539,7,,,,,,,,,
BN,preview,8.2,485,282,510,7,,,,,,,,,
GL,prey,0,443,500,443,4,,,,,,,,,
BN,pride,7.6,461,283,502,5,,,,,,,,,
GL,priest,0,484,568,484,6,,,,,,,,,
BN,primal,10.9,667,209,405,6,,,,,,,,,
GL,primary,0,497,367,497,7,,,,,,,,,
BN,prime,8.1,493,209,454,5,,,,,,,,,
BN,prince,4.4,232,590,457,6,,,,,,,,,
GL,principal,0,491,402,491,9,,,,,,,,,
GL,principle,0,496,305,496,9,,,,,,,,,
BN,print,6.6,387,498,592,5,,,,,,,,,
BN,prior,8.6,532,145,488,5,,,,,,,,,
BN,prison,5.9,326,554,506,6,,,,,,,,,
GL,prisoner,0,485,565,485,8,,,,,,,,,
BN,privy,10.9,675,191,376,5,,,,,,,,,
BN,prize,4.6,252,507,510,5,,,,,,,,,
BN,probe,8.8,544,331,423,5,,,,,,,,,
GL,problem,0,596,411,596,7,,,,,,,,,
GL,procession,0,462,534,462,10,,,,,,,,,
GL,produce,0,534,396,534,7,,,,,,,,,
GL,production,0,545,347,545,10,,,,,,,,,
GL,professional,0,520,383,520,12,,,,,,,,,
GL,professor,0,583,587,583,9,,,,,,,,,
GL,profiteer,0,333,297,333,9,,,,,,,,,
GL,programme,0,580,458,580,9,,,,,,,,,
GL,projectile,0,347,486,347,10,,,,,,,,,
BN,prolong,9,539,177,445,7,,,,,,,,,
GL,promenade,0,382,526,382,9,,,,,,,,,
BN,prone,9.5,605,200,488,5,,,,,,,,,
GL,prong,0,409,499,409,5,,,,,,,,,
GL,proof,0,546,339,546,5,,,,,,,,,
BN,prop,7.7,456,251,465,4,,,,,,,,,
BN,proper,6.8,413,213,566,6,,,,,,,,,
GL,property,0,531,466,531,8,,,,,,,,,
GL,proportion,0,529,329,529,10,,,,,,,,,
BN,propose,7.7,467,351,504,7,,,,,,,,,
GL,proprietor,0,423,475,423,10,,,,,,,,,
BN,prose,10.3,626,283,447,5,,,,,,,,,
GL,prosperity,0,477,436,477,10,,,,,,,,,
GL,protection,0,519,410,519,10,,,,,,,,,
GL,protest,0,530,472,530,7,,,,,,,,,
BN,proud,5.4,296,293,523,5,,,,,,,,,
BN,prove,7,413,221,572,5,,,,,,,,,
GL,provender,0,148,162,148,9,,,,,,,,,
BN,provide,7.6,461,214,557,7,,,,,,,,,
GL,provision,0,453,343,453,9,,,,,,,,,
GL,prow,0,252,307,252,4,,,,,,,,,
BN,prudent,10.4,654,197,416,7,,,,,,,,,
GL,prune,0,444,578,444,5,,,,,,,,,
GL,psychologist,0,556,470,556,12,,,,,,,,,
GL,public,0,602,448,602,6,,,,,,,,,
GL,puck,0,281,370,281,4,,,,,,,,,
GL,pugilist,0,189,264,189,8,,,,,,,,,
BN,pull,4.9,275,348,618,4,,,,,,,,,
BN,pulley,8.7,528,409,402,6,,,,,,,,,
BN,pulpit,7.7,469,426,422,6,,,,,,,,,
BN,pulse,7.6,446,433,486,5,,,,,,,,,
BN,pump,6.3,339,503,500,4,,,,,,,,,
GL,pump,0,497,556,497,4,,,,,,,,,
BN,punch,5.3,290,607,516,5,,,,,,,,,
GL,punch,0,483,527,483,5,,,,,,,,,
BN,punish,5.5,306,351,502,6,,,,,,,,,
GL,punishment,0,515,418,515,10,,,,,,,,,
GL,puppy,0,522,635,522,5,,,,,,,,,
BN,pure,6.3,359,251,508,4,,,,,,,,,
GL,purpose,0,572,280,572,7,,,,,,,,,
BN,purse,4.8,247,640,599,5,,,,,,,,,
GL,purser,0,296,362,296,6,,,,,,,,,
BN,pursue,8.9,540,251,495,6,,,,,,,,,
GL,puzzle,0,486,510,486,6,,,,,,,,,
GL,pyramid,0,386,613,386,7,,,,,,,,,
GL,quail,0,376,505,376,5,,,,,,,,,
GL,quantity,0,557,349,557,8,,,,,,,,,
BN,quantum,12.4,700,100,391,7,,,,,,,,,
BN,quarry,8.3,498,486,430,6,,,,,,,,,
GL,quarter,0,569,531,569,7,,,,,,,,,
GL,queen,0,527,612,527,5,,,,,,,,,
BN,queer,9.4,567,295,460,5,,,,,,,,,
BN,quest,7.3,415,297,415,5,,,,,,,,,
GL,question,0,588,398,588,8,,,,,,,,,
BN,queue,6.1,345,511,591,5,,,,,,,,,
BN,quibble,9.4,570,218,426,7,,,,,,,,,
BN,quick,4.8,276,335,629,5,,,,,,,,,
GL,quickness,0,478,372,478,9,,,,,,,,,
GL,quietude,0,220,286,220,8,,,,,,,,,
BN,quit,6.4,371,275,567,4,,,,,,,,,
GL,quiver,0,368,505,368,6,,,,,,,,,
BN,rabbi,9.3,587,545,403,5,,,,,,,,,
GL,rabbit,0,523,611,523,6,,,,,,,,,
BN,racist,9.4,580,395,485,6,,,,,,,,,
BN,rack,6.6,386,485,502,4,,,,,,,,,
GL,racket,0,486,530,486,6,,,,,,,,,
BN,radiant,8.5,523,362,469,7,,,,,,,,,
GL,radio,0,644,613,644,5,,,,,,,,,
GL,raid,0,487,476,487,4,,,,,,,,,
BN,rail,5.2,275,499,530,4,,,,,,,,,
GL,rain,0,604,618,604,4,,,,,,,,,
BN,rainbow,4.2,206,662,469,7,,,,,,,,,
BN,raisin,4.7,247,635,514,6,,,,,,,,,
GL,rake,0,476,550,476,4,,,,,,,,,
GL,ranch,0,379,519,379,5,,,,,,,,,
BN,random,7.8,473,180,595,6,,,,,,,,,
BN,randy,10.7,685,365,486,5,,,,,,,,,
GL,range,0,515,413,515,5,,,,,,,,,
BN,rank,7.3,440,248,471,4,,,,,,,,,
BN,rare,7.1,407,254,523,4,,,,,,,,,
GL,rarity,0,373,270,373,6,,,,,,,,,
GL,rate,0,527,311,527,4,,,,,,,,,
BN,rather,6.2,366,174,647,6,,,,,,,,,
BN,ration,8.5,500,325,421,6,,,,,,,,,
GL,rattle,0,448,554,448,6,,,,,,,,,
GL,ray,0,480,556,480,3,,,,,,,,,
BN,razor,6.8,400,575,491,5,,,,,,,,,
BN,react,7.3,426,270,559,5,,,,,,,,,
GL,reaction,0,533,395,533,8,,,,,,,,,
GL,reality,0,551,315,551,7,,,,,,,,,
BN,realize,6.3,361,223,604,7,,,,,,,,,
GL,realm,0,376,324,376,5,,,,,,,,,
BN,rear,6.9,423,367,478,4,,,,,,,,,
GL,reason,0,601,285,601,6,,,,,,,,,
GL,rebel,0,448,497,448,5,,,,,,,,,
BN,rebound,8,467,300,468,7,,,,,,,,,
GL,receipt,0,498,432,498,7,,,,,,,,,
BN,recent,6.9,407,205,583,6,,,,,,,,,
GL,receptacle,0,383,426,383,10,,,,,,,,,
GL,reciprocal,0,399,278,399,10,,,,,,,,,
GL,reckoning,0,428,283,428,9,,,,,,,,,
GL,recollection,0,425,308,425,12,,,,,,,,,
BN,record,6.1,324,584,566,6,,,,,,,,,
GL,record,0,609,591,609,6,,,,,,,,,
GL,recreant,0,179,167,179,8,,,,,,,,,
GL,rector,0,448,494,448,6,,,,,,,,,
GL,redeemer,0,370,353,370,8,,,,,,,,,
GL,reduction,0,509,332,509,9,,,,,,,,,
GL,reed,0,430,520,430,4,,,,,,,,,
BN,reef,8.5,520,485,499,4,,,,,,,,,
BN,reel,7.1,400,376,429,4,,,,,,,,,
BN,refill,7,407,381,512,6,,,,,,,,,
GL,refinement,0,436,375,436,10,,,,,,,,,
GL,reformation,0,349,280,349,11,,,,,,,,,
GL,refuse,0,518,419,518,6,,,,,,,,,
GL,regency,0,373,316,373,7,,,,,,,,,
BN,reggae,10.9,665,511,468,6,,,,,,,,,
BN,regime,10.2,623,184,463,6,,,,,,,,,
BN,region,8,491,287,488,6,,,,,,,,,
GL,register,0,471,483,471,8,,,,,,,,,
GL,regret,0,529,359,529,6,,,,,,,,,
GL,reign,0,433,382,433,5,,,,,,,,,
GL,rein,0,440,478,440,4,,,,,,,,,
BN,relate,7.7,473,226,537,6,,,,,,,,,
GL,relation,0,585,451,585,8,,,,,,,,,
GL,relaxation,0,501,494,501,10,,,,,,,,,
BN,relay,7.1,413,319,469,5,,,,,,,,,
BN,release,6.7,400,269,543,7,,,,,,,,,
BN,relic,9.3,587,386,398,5,,,,,,,,,
GL,relief,0,551,432,551,6,,,,,,,,,
BN,relish,8.7,533,295,647,6,,,,,,,,,
GL,remark,0,558,321,558,6,,,,,,,,,
GL,remedy,0,480,370,480,6,,,,,,,,,
GL,remittance,0,388,337,388,10,,,,,,,,,
BN,remote,7.4,433,382,553,6,,,,,,,,,
GL,removal,0,498,391,498,7,,,,,,,,,
GL,rendezvous,0,390,477,390,10,,,,,,,,,
BN,rent,7.7,417,389,516,4,,,,,,,,,
GL,rent,0,547,469,547,4,,,,,,,,,
GL,repair,0,543,440,543,6,,,,,,,,,
GL,repeat,0,602,351,602,6,,,,,,,,,
BN,repel,8.5,511,262,476,5,,,,,,,,,
GL,report,0,590,411,590,6,,,,,,,,,
GL,representative,0,511,380,511,14,,,,,,,,,
GL,reprisal,0,395,294,395,8,,,,,,,,,
GL,republic,0,458,356,458,8,,,,,,,,,
GL,reputation,0,492,343,492,10,,,,,,,,,
BN,request,7.4,442,154,527,7,,,,,,,,,
GL,rescue,0,532,456,532,6,,,,,,,,,
BN,resent,9.1,538,242,476,6,,,,,,,,,
GL,resentment,0,440,352,440,10,,,,,,,,,
BN,reserve,7.4,454,214,526,7,,,,,,,,,
BN,reset,7.7,456,166,520,5,,,,,,,,,
BN,resign,8.7,520,239,453,6,,,,,,,,,
GL,resistance,0,540,416,540,10,,,,,,,,,
GL,resolution,0,433,316,433,10,,,,,,,,,
BN,resort,7.4,446,369,469,6,,,,,,,,,
GL,respect,0,571,343,571,7,,,,,,,,,
GL,responsibility,0,532,294,532,14,,,,,,,,,
GL,rest,0,590,396,590,4,,,,,,,,,
BN,restore,8.3,512,178,488,7,,,,,,,,,
GL,result,0,623,324,623,6,,,,,,,,,
GL,resumption,0,372,264,372,10,,,,,,,,,
GL,retention,0,399,316,399,9,,,,,,,,,
GL,retreat,0,479,408,479,7,,,,,,,,,
GL,revenge,0,489,429,489,7,,,,,,,,,
GL,revenue,0,401,330,401,7,,,,,,,,,
BN,reverse,6.5,380,376,532,7,,,,,,,,,
GL,review,0,496,345,496,6,,,,,,,,,
BN,revoke,10.2,626,217,395,6,,,,,,,,,
GL,revolution,0,477,513,477,10,,,,,,,,,
BN,reward,5.9,321,413,516,6,,,,,,,,,
GL,reward,0,525,453,525,6,,,,,,,,,
GL,rhapsody,0,321,409,321,8,,,,,,,,,
GL,rhyme,0,480,475,480,5,,,,,,,,,
BN,rhythm,6.5,386,300,516,6,,,,,,,,,
GL,ribbon,0,480,563,480,6,,,,,,,,,
BN,rice,4.9,268,622,584,4,,,,,,,,,
GL,rick,0,223,275,223,4,,,,,,,,,
BN,ride,4.3,223,482,562,4,,,,,,,,,
GL,ridge,0,430,543,430,5,,,,,,,,,
GL,rifle,0,477,581,477,5,,,,,,,,,
GL,rigidity,0,394,432,394,8,,,,,,,,,
GL,ring,0,589,601,589,4,,,,,,,,,
GL,riot,0,490,548,490,4,,,,,,,,,
BN,ripe,5.7,314,436,506,4,,,,,,,,,
GL,risk,0,517,405,517,4,,,,,,,,,
BN,river,4.2,214,608,525,5,,,,,,,,,
BN,roach,10.5,648,365,385,5,,,,,,,,,
GL,road,0,604,609,604,4,,,,,,,,,
GL,roar,0,471,526,471,4,,,,,,,,,
BN,robe,6.4,359,566,491,4,,,,,,,,,
GL,robin,0,487,615,487,5,,,,,,,,,
BN,rock,4.3,223,583,551,4,,,,,,,,,
GL,rod,0,504,549,504,3,,,,,,,,,
GL,rogue,0,378,478,378,5,,,,,,,,,
BN,roll,4.6,236,514,525,4,,,,,,,,,
GL,romance,0,517,551,517,7,,,,,,,,,
GL,room,0,627,545,627,4,,,,,,,,,
BN,root,5.6,322,539,457,4,,,,,,,,,
GL,rope,0,539,596,539,4,,,,,,,,,
GL,rosebud,0,369,586,369,7,,,,,,,,,
GL,rotation,0,470,448,470,8,,,,,,,,,
BN,rough,5.4,299,343,555,5,,,,,,,,,
GL,route,0,515,447,515,5,,,,,,,,,
GL,rubber,0,547,599,547,6,,,,,,,,,
GL,ruby,0,445,562,445,4,,,,,,,,,
BN,rude,5.2,275,293,606,4,,,,,,,,,
BN,ruffle,7.6,452,380,447,6,,,,,,,,,
GL,rug,0,557,591,557,3,,,,,,,,,
BN,ruin,6.8,392,376,527,4,,,,,,,,,
GL,ruler,0,571,543,571,5,,,,,,,,,
GL,rumour,0,503,353,503,6,,,,,,,,,
GL,rung,0,423,480,423,4,,,,,,,,,
BN,rupee,9.8,603,269,382,5,,,,,,,,,
BN,rural,8.4,513,438,499,5,,,,,,,,,
GL,rust,0,484,547,484,4,,,,,,,,,
GL,rye,0,388,459,388,3,,,,,,,,,
BN,sack,5.4,305,555,471,4,,,,,,,,,
GL,saddle,0,436,578,436,6,,,,,,,,,
BN,safe,4.9,259,274,569,4,,,,,,,,,
GL,safety,0,556,397,556,6,,,,,,,,,
GL,saga,0,388,345,388,4,,,,,,,,,
BN,sail,5.2,295,599,454,4,,,,,,,,,
BN,saint,6.8,394,421,429,5,,,,,,,,,
GL,salad,0,554,623,554,5,,,,,,,,,
GL,salary,0,527,452,527,6,,,,,,,,,
BN,sale,6.5,376,446,572,4,,,,,,,,,
BN,saloon,8.1,498,555,384,6,,,,,,,,,
GL,salt,0,612,570,612,4,,,,,,,,,
GL,saltpetre,0,210,283,210,9,,,,,,,,,
BN,salute,7,414,559,417,6,,,,,,,,,
BN,salvage,8.3,500,300,438,7,,,,,,,,,
GL,salvation,0,396,408,396,9,,,,,,,,,
GL,sampler,0,397,378,397,7,,,,,,,,,
GL,sand,0,519,603,519,4,,,,,,,,,
BN,sane,8.1,492,262,495,4,,,,,,,,,
GL,sanitarium,0,298,510,298,10,,,,,,,,,
GL,sanitation,0,354,447,354,10,,,,,,,,,
GL,sap,0,377,451,377,3,,,,,,,,,
GL,sardine,0,446,592,446,7,,,,,,,,,
GL,satchel,0,364,580,364,7,,,,,,,,,
GL,satisfaction,0,544,478,544,12,,,,,,,,,
GL,sauce,0,522,569,522,5,,,,,,,,,
BN,sausage,4.3,221,659,553,7,,,,,,,,,
GL,savage,0,448,528,448,6,,,,,,,,,
GL,saw,0,552,531,552,3,,,,,,,,,
GL,saxophone,0,453,602,453,9,,,,,,,,,
BN,scabby,6.6,376,432,484,6,,,,,,,,,
GL,scale,0,523,463,523,5,,,,,,,,,
BN,scalpel,9.1,574,585,426,7,,,,,,,,,
BN,scar,5.7,331,590,482,4,,,,,,,,,
BN,scarce,8.4,505,178,462,6,,,,,,,,,
GL,scare,0,523,471,523,5,,,,,,,,,
BN,scarf,4.8,269,610,591,5,,,,,,,,,
GL,scene,0,526,432,526,5,,,,,,,,,
BN,scent,7.8,473,291,458,5,,,,,,,,,
GL,scheme,0,492,319,492,6,,,,,,,,,
BN,scholar,9,547,442,454,7,,,,,,,,,
GL,school,0,582,599,582,6,,,,,,,,,
GL,schoolhouse,0,388,544,388,11,,,,,,,,,
GL,science,0,577,423,577,7,,,,,,,,,
BN,scoop,5,266,416,486,5,,,,,,,,,
BN,scope,9.3,570,191,422,5,,,,,,,,,
BN,score,5.5,298,340,550,5,,,,,,,,,
GL,scorn,0,417,364,417,5,,,,,,,,,
GL,scout,0,452,578,452,5,,,,,,,,,
BN,scrap,6,333,425,501,5,,,,,,,,,
GL,scratch,0,553,543,553,7,,,,,,,,,
GL,scream,0,522,589,522,6,,,,,,,,,
BN,screen,5.6,298,530,527,6,,,,,,,,,
BN,screw,5.6,310,517,520,5,,,,,,,,,
BN,script,7.7,460,498,462,6,,,,,,,,,
GL,scroll,0,350,572,350,6,,,,,,,,,
BN,scrum,8.5,492,502,449,5,,,,,,,,,
GL,scull,0,344,474,344,5,,,,,,,,,
BN,seal,5.8,320,607,458,4,,,,,,,,,
GL,seal,0,482,563,482,4,,,,,,,,,
GL,search,0,537,402,537,6,,,,,,,,,
GL,season,0,565,495,565,6,,,,,,,,,
BN,seat,4.5,243,604,599,4,,,,,,,,,
GL,second,0,598,371,598,6,,,,,,,,,
GL,secretary,0,528,563,528,9,,,,,,,,,
BN,section,7,422,255,540,7,,,,,,,,,
BN,sector,9.6,590,235,441,6,,,,,,,,,
BN,secure,7.3,428,245,537,6,,,,,,,,,
GL,security,0,513,391,513,8,,,,,,,,,
GL,sedative,0,423,459,423,8,,,,,,,,,
GL,seduction,0,423,521,423,9,,,,,,,,,
BN,seed,5,275,438,491,4,,,,,,,,,
BN,seek,5.8,322,331,495,4,,,,,,,,,
GL,seer,0,253,309,253,4,,,,,,,,,
BN,seesaw,3.7,172,628,442,6,,,,,,,,,
GL,segment,0,451,480,451,7,,,,,,,,,
BN,seize,7.9,477,178,472,5,,,,,,,,,
BN,seldom,8.9,547,191,465,6,,,,,,,,,
